;titulo;valor;data;skill;pais
33;Desenvolvedor python - Soft coleta e separação de dados.;USD 250 - 500;09 de Março de 2023 12:23;['C', 'Java', 'Python'];Brasil
34;Desenvolver portal Integração com Mercado livre;USD 1.000 - 3.000;08 de Março de 2023 19:46;['JavaScript', 'MySQL', 'PHP', 'API', 'HTML5', 'Python', 'Lojas Virtuais (e-commerce)'];Brasil
35;Desenvolvimento de site de gestão de notas escolar;USD 250 - 500;08 de Março de 2023 18:19;['Java', 'Python', 'HTML', 'JavaScript', 'C'];Brasil
36;Calculadora de vendas de produto e Serviço;USD 100 - 250;07 de Março de 2023 15:52;['C', 'Java', 'Python'];Brasil
37;Manutenação de Website em Pytnon - Django;USD 15 - 45 / hora;07 de Março de 2023 15:19;['JavaScript', 'MySQL', 'API', 'Django', 'Node.js', 'Python'];Brasil
38;Auxilio Para Um Trabalho De Conclusão De Curso;Mais de USD 3.000;07 de Março de 2023 00:58;['C', 'Java', 'Python', 'C#', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Design Gráfico'];Brasil
39;Bi que compara as informações dos nossos materiais com o ciclo de vida do site do fabricante;USD 250 - 500;06 de Março de 2023 23:39;['JavaScript', 'MySQL', 'PHP'];Brasil
40;Banco de dados de apostas esportivas - bet (Python);USD 250 - 500;06 de Março de 2023 22:50;['Python'];Brasil
41;Desenvolvedor Full Stack;USD 1.000 - 3.000;06 de Março de 2023 17:58;['JavaScript', 'MySQL', 'PHP'];Brasil
42;Detecção de Objetos/Facial usando Python e Yolo;USD 250 - 500;06 de Março de 2023 12:44;['MySQL', 'Python'];Brasil
43;Script de Automatização de Processo;USD 250 - 500;02 de Março de 2023 18:49;['HTML5', 'MySQL', 'PHP'];Brasil
44;Plataforma no estilo Tiktok. Desenvolver em bubble.;Mais de USD 3.000;02 de Março de 2023 03:33;['C', 'Java', 'Python', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Design Gráfico'];Brasil
45;Criar um bot de telegram muito simples vai precisar mandar apenas 2 mensagens;Menos de USD 50;02 de Março de 2023 01:40;['JavaScript', 'Python', 'Frontpage', 'Marketing', 'Desenvolvimento Web', 'Chatbot'];Brasil
46;Implementação e Modificações em Php;Mais de USD 3.000;02 de Março de 2023 00:11;['JavaScript', 'MySQL', 'PHP', 'API', 'CSS', 'HTML', 'HTML5', 'Python', 'WordPress', 'Responsive Web Design'];Brasil
47;Desenvolver um aplicativo;USD 1.000 - 3.000;01 de Março de 2023 22:03;['C', 'Java', 'Python'];Brasil
48;Desenvolvimento de software de captura de imagem por streaming. Análise De Imagem.;USD 1.000 - 3.000;01 de Março de 2023 21:34;['C', 'Java', 'Python', 'C#', 'HTML', 'MySQL'];Brasil
49;Ds9 food;USD 1.000 - 3.000;01 de Março de 2023 17:33;['C', 'Java', 'Python'];Brasil
50;Sistema web de controle de combustivel;USD 1.000 - 3.000;27 de Fevereiro de 2023 02:07;['JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
51;Aplicativo para Restaurante;USD 500 - 1.000;27 de Fevereiro de 2023 01:49;['C', 'Java', 'Python'];Brasil
52;Video Didatico de Desenho Animado para Criança;USD 250 - 500;27 de Fevereiro de 2023 01:15;['C', 'Java', 'Python', 'Escrita de artigos', 'Design Gráfico'];Brasil
53;Preciso criar um banco de dados online e vincular ao meu codigo python para fazer buscas;USD 100 - 250;26 de Fevereiro de 2023 22:19;['C', 'Java', 'Python'];Brasil
54;Desenvolva uma aplicação desktop (windows) que gere arquivos txt.;USD 100 - 250;26 de Fevereiro de 2023 21:31;['Java', 'Python', 'C#', 'MySQL'];Brasil
55;Automação Web;USD 250 - 500;26 de Fevereiro de 2023 17:06;['JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
56;Transmissão de vídeo por Streaming em python;USD 100 - 250;26 de Fevereiro de 2023 11:48;['HTML5', 'Python', 'JavaScript'];Brasil
57;Bot para telegram;USD 100 - 250;23 de Fevereiro de 2023 01:01;['JavaScript', 'MySQL', 'PHP'];Brasil
58;Segmentation Fault após migrar código C+ (Arch32 to Arch64);USD 100 - 250;22 de Fevereiro de 2023 22:45;['C++', 'Python', 'Arquitetura'];Brasil
59;Gateway de pagamento;USD 500 - 1.000;22 de Fevereiro de 2023 19:37;['API', 'Python', 'Desenvolvimento Web'];Brasil
60;Preciso De Um App Para Marketplace;USD 1.000 - 3.000;22 de Fevereiro de 2023 17:34;['C', 'Java', 'Python', 'C#', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Design Gráfico'];Brasil
61;Processamento de linguagem natural;USD 250 - 500;22 de Fevereiro de 2023 13:32;['JavaScript', 'MySQL', 'PHP', 'Cocoa', 'Python'];Brasil
62;Plataforma Com Chat Bot;USD 1.000 - 3.000;22 de Fevereiro de 2023 12:48;['C', 'Java', 'Python', 'Design Gráfico'];Brasil
63;Alterar interface emulador Java;USD 15 - 45 / hora;22 de Fevereiro de 2023 04:09;['C', 'Java', 'Python'];Brasil
64;Aplicativo buscando o preenchimento de documentos de forma automatizada conforme assunto, sexo, cidade, posicionamento dos tribunais.;USD 250 - 500;17 de Fevereiro de 2023 12:27;['C', 'Java', 'Python'];Brasil
65;Modulo Para Encaixe De Produtos Em Caixas De Papelao Ou Melhor Chamado Embalagens;USD 250 - 500;17 de Fevereiro de 2023 11:46;['CSS', 'HTML', 'Responsive Web Design', 'HTML5', 'JavaScript', 'MySQL', 'PHP', 'Python', 'WordPress', 'Lojas Virtuais (e-commerce)'];Brasil
66;Extração de dados com python. Preciso extrair o nome de empresas com espaço correto a partir do site da empresa.;USD 100 - 250;17 de Fevereiro de 2023 10:29;['Python', 'Web Scraping'];Brasil
67;Bot de análise de roleta para cassino;USD 500 - 1.000;17 de Fevereiro de 2023 01:20;['Java', 'Python', 'SQL', 'Design Gráfico', 'Selenium'];Brasil
68;Criar um sistema Web na linguagem Python;USD 500 - 1.000;17 de Fevereiro de 2023 00:30;['Python'];Brasil
69;Profissional com conhecimento em virtualização de sistemas e programação;USD 250 - 500;17 de Fevereiro de 2023 00:24;['Linux', 'Microsoft Azure', 'Python', 'Docker', 'Odoo', 'JavaScript', 'MySQL', 'PHP'];Brasil
70;Automatizador Jogadas Playpix;USD 100 - 250;16 de Fevereiro de 2023 20:14;['C', 'Java', 'Python'];Brasil
71;Automacao em Python;USD 250 - 500;15 de Fevereiro de 2023 13:35;['JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
72;Telas para plataforma em Pyton;USD 1.000 - 3.000;15 de Fevereiro de 2023 13:31;['C', 'Java', 'Python', 'HTML', 'PHP', 'Design Gráfico'];Brasil
73;Machine learning;USD 250 - 500;15 de Fevereiro de 2023 12:50;['API', 'Microsoft Azure', 'Python', 'Machine Learning'];Brasil
74;Configurar Automator;USD 100 - 250;15 de Fevereiro de 2023 11:41;['C', 'Java', 'Python', 'Cocoa'];Brasil
75;Automatizacao de respostas para instagram;USD 250 - 500;14 de Fevereiro de 2023 21:24;['JavaScript', 'MySQL', 'PHP', 'HTML', 'HTML5', 'Linux', 'Python', 'Instagram'];Brasil
76;Meta Learning - Resnet.;USD 100 - 250;14 de Fevereiro de 2023 18:43;['Python'];Brasil
77;Projeto Com Realidade Virtual E Gamificação;USD 500 - 1.000;14 de Fevereiro de 2023 14:42;['JavaScript', 'API', 'C#', 'C++', 'Objective-C', 'Python'];Brasil
78;Tela de login, compilação de scripts Pyhton  para linux;USD 100 - 250;12 de Fevereiro de 2023 15:16;['MySQL', 'Linux', 'Python'];Brasil
79;App para android e Ios;USD 250 - 500;11 de Fevereiro de 2023 13:39;['Android', 'API', 'iOS', 'iPhone', 'JavaScript', 'MySQL', 'Python', 'Responsive Web Design'];Brasil
80;Tela Cadastro de Produtos;USD 1.000 - 3.000;11 de Fevereiro de 2023 06:00;['C', 'Java', 'Python', 'C#', 'MySQL', 'PHP', 'JavaScript'];Brasil
81;Procuro programador especialista em Ti para Apoiar Interface sistema e plataforma para hospedar pesquisa /questionario Grande Alcance;USD 250 - 500;11 de Fevereiro de 2023 00:33;['JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
82;Automação e extração de dados com Python;Menos de USD 50;09 de Fevereiro de 2023 19:29;['Python'];Brasil
83;Programação Para Oculos Vr;USD 250 - 500;09 de Fevereiro de 2023 17:49;['Android', 'C#', 'iPhone', 'Python', 'Responsive Web Design'];Brasil
84;Criar Um Robô De Digitação De Proposta Do Meu Sistema Para O Sistema Do Banco;USD 250 - 500;09 de Fevereiro de 2023 17:40;['JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
85;Software games;USD 1.000 - 3.000;08 de Fevereiro de 2023 07:52;['JavaScript', 'MySQL', 'PHP', 'API', 'C#', 'C++', 'Python'];Brasil
86;Criar ou alterar sketchware;USD 500 - 1.000;07 de Fevereiro de 2023 23:16;['API', 'C++', 'iPhone', 'Java', 'Python', 'Laravel'];Brasil
87;Transformar um sistema em Vba em Sistema desktop;USD 250 - 500;07 de Fevereiro de 2023 21:55;['C', 'Java', 'Python', 'JavaScript', 'MySQL', 'PHP'];Brasil
88;Gestao de Atendimento;USD 250 - 500;07 de Fevereiro de 2023 20:28;['C', 'Java', 'Python', 'Visual Basic'];Brasil
89;Desenvolvimento de Apis de integração de ambiente de telefonia com Crms em nuvem;USD 500 - 1.000;07 de Fevereiro de 2023 20:06;['JavaScript', 'MySQL', 'PHP', 'API', 'Asterisk', 'Python'];Brasil
90;Marcondes Dos Santos Moreira;Menos de USD 50;07 de Fevereiro de 2023 16:04;['C', 'Java', 'Python'];Brasil
91;Versão Ios de aplicativo feito em Python;USD 250 - 500;07 de Fevereiro de 2023 14:08;['Android', 'iOS', 'iPhone', 'Python', 'Responsive Web Design'];Brasil
92;Treinamentos Para Analise Dados Com Python;USD 100 - 250;02 de Fevereiro de 2023 16:26;['MySQL', 'Python', 'Data Science'];Brasil
93;Programa de agendamento com visualização de calendario (p/ dev Full);USD 100 - 250;02 de Fevereiro de 2023 13:56;['C', 'Java', 'Python', 'C#', 'HTML', 'JavaScript', 'MySQL', 'PHP'];Brasil
94;Integração de modelo de linguagem Opemai;USD 250 - 500;02 de Fevereiro de 2023 12:40;['JavaScript', 'MySQL', 'PHP', 'API', 'C++', 'Java', 'Python', 'Inteligência artificial', 'E-learning', 'Machine Learning'];Brasil
95;Programa para entradas automática em site de apostas;USD 100 - 250;02 de Fevereiro de 2023 04:39;['C#', 'C++', 'CSS', 'HTML', 'Java', 'JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
96;Programa para entradas automática em site de apostas;USD 500 - 1.000;02 de Fevereiro de 2023 00:39;['JavaScript', 'MySQL', 'PHP', 'C#', 'C++', 'CSS', 'HTML', 'Java', 'Python'];Brasil
97;Automatizar criação de vídeos em um site que cria vídeos por templates.;USD 100 - 250;01 de Fevereiro de 2023 21:40;['Python', 'Web Scraping'];Brasil
98;Alterações em um app em desenvolvimento 90% concluído, app feito em react native Typescript. necessário conhecimentos em backend Django e implementações de api;USD 500 - 1.000;01 de Fevereiro de 2023 21:26;['Android', 'iPhone', 'Python', 'Responsive Web Design', 'Design de App Mobile', 'React Native', 'Typescript'];Brasil
99;Controle e programação de micro motores Dc;USD 250 - 500;30 de Janeiro de 2023 14:45;['C++', 'Aptidão de programação', 'Python', 'Eletrônica', 'Arduino'];Brasil
100;Sistema para gerar orçamentos;USD 500 - 1.000;30 de Janeiro de 2023 13:34;['JavaScript', 'MySQL', 'PHP', 'CSS', 'HTML', 'HTML5', 'Python', 'WordPress', 'Responsive Web Design'];Brasil
101;Machine learning / Ai (Googlecloudplatform);Menos de USD 15 / hora;30 de Janeiro de 2023 12:33;['JavaScript', 'Python', 'Google Cloud Platform', 'Inteligência artificial'];Brasil
102;Programa para Auto Configuração de Servidores Linux Ubuntu 20.4;USD 100 - 250;30 de Janeiro de 2023 01:20;['C', 'Python', 'C#', 'Delphi', 'HTML', 'PHP'];Brasil
103;Stream Deck Xl Plugin;USD 250 - 500;29 de Janeiro de 2023 17:48;['C', 'Java', 'Python'];Brasil
104;Criar uma estrutura tipo vturb ou panda vídeos;USD 500 - 1.000;29 de Janeiro de 2023 16:38;['JavaScript', 'MySQL', 'PHP', 'API', 'CSS', 'HTML', 'HTML5', 'Python', 'WordPress', 'Responsive Web Design'];Brasil
105;Automação de Calendly + Whatsapp;USD 100 - 250;29 de Janeiro de 2023 13:54;['JavaScript', 'MySQL', 'PHP', 'API', 'Python'];Brasil
106;Programa para conciliar dados de um relatorio de vendas interno com os dados de relatórios de vendas de marketplaces;USD 100 - 250;26 de Janeiro de 2023 15:09;['JavaScript', 'Python', 'VBA', 'Data Science'];Brasil
107;Dashboard de Vendas;USD 250 - 500;26 de Janeiro de 2023 14:47;['C', 'Java', 'Python'];Brasil
108;Programa de busca de edital em licitação;USD 250 - 500;26 de Janeiro de 2023 13:26;['C', 'Java', 'Python', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Design Gráfico'];Brasil
109;Bot para Windows;USD 100 - 250;26 de Janeiro de 2023 12:51;['JavaScript', 'PHP', 'Android', 'CSS', 'Python'];Brasil
110;Integrar os boletos emitidos junto ao Banco do Brasil ao login do usuário cadastrado no site;USD 100 - 250;26 de Janeiro de 2023 12:20;['HTML5', 'MySQL', 'PHP', 'CSS', 'HTML', 'JavaScript', 'Python'];Brasil
111;Extensão Para Instagram No Navegador Chorme;USD 100 - 250;26 de Janeiro de 2023 03:08;['C', 'Java', 'Python', 'HTML'];Brasil
112;Cobrança Leitura / Retorno Itaú;USD 100 - 250;26 de Janeiro de 2023 02:30;['C', 'Java', 'Python', 'API', 'Delphi', 'JavaScript', 'Node.js'];Brasil
113;Criação de sistema web que use inteligência artificial;USD 100 - 250;23 de Janeiro de 2023 18:29;['HTML5', 'MySQL', 'PHP', 'API', 'CSS', 'HTML', 'JavaScript', 'Python', 'WordPress', 'Responsive Web Design'];Brasil
114;Sistema de Gestão;USD 250 - 500;23 de Janeiro de 2023 18:25;['JavaScript', 'MySQL', 'PHP', 'API', 'CSS', 'HTML', 'HTML5', 'Python', 'Responsive Web Design', 'React.js'];Brasil
115;Sistema de Gerenciamento de Usuários. Accounts-database;USD 500 - 1.000;23 de Janeiro de 2023 18:17;['JavaScript', 'MySQL', 'PHP', 'Python', 'SQL'];Brasil
116;Aplicativo para Supermercado;USD 1.000 - 3.000;23 de Janeiro de 2023 12:52;['C', 'Java', 'Python', 'Android', 'API', 'iOS', 'iPhone', 'Responsive Web Design'];Brasil
117;Criação de scraping em phyton para uso pessoal;USD 250 - 500;23 de Janeiro de 2023 02:28;['JavaScript', 'MySQL', 'PHP', 'API', 'Python'];Brasil
118;Bot automatizado para entrada em casas de apostas Dados;USD 500 - 1.000;22 de Janeiro de 2023 22:32;['C', 'Java', 'Python'];Brasil
119;Sistema de Gestão Integrado;USD 1.000 - 3.000;22 de Janeiro de 2023 02:42;['Android', 'API', 'HTML', 'iOS', 'iPhone', 'JavaScript', 'MySQL', 'PHP', 'Python', 'Responsive Web Design'];Brasil
120;Criar um programa de catalogação;USD 250 - 500;19 de Janeiro de 2023 06:25;['C', 'Java', 'Python'];Brasil
121;Criar um Bot para roleta cassino online betano (pode ser extensão do Chrome);USD 500 - 1.000;18 de Janeiro de 2023 17:27;['Android', 'C++', 'CSS', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Python', 'Responsive Web Design'];Brasil
122;Painel administrativo para gerenciamento de Ssh;USD 500 - 1.000;18 de Janeiro de 2023 13:37;['HTML5', 'MySQL', 'PHP', 'API', 'HTML', 'Python', 'WordPress'];Brasil
123;Portal de Negócios - Nicho exclusivo;USD 1.000 - 3.000;18 de Janeiro de 2023 02:52;['C', 'Java', 'Python', 'C#', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Design Gráfico'];Brasil
124;Emulador de celular andoid e ios no pc;Mais de USD 45 / hora;17 de Janeiro de 2023 23:45;['C', 'Java', 'Python', 'C#', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Design Gráfico'];Brasil
125;Busco desenvolvedor Fullstack React + Python | Fev - Ago;Menos de USD 15 / hora;17 de Janeiro de 2023 22:21;['Python', 'React.js'];Brasil
126;Programar Sistema De Pagamento Integrado Com Onepay;USD 250 - 500;17 de Janeiro de 2023 20:22;['JavaScript', 'MySQL', 'PHP', 'API', 'CSS', 'HTML', 'HTML5', 'Python', 'Responsive Web Design'];Brasil
127;Desenvolver Robô Copy Trade para a plataforma Quotex de opções binárias;USD 100 - 250;14 de Janeiro de 2023 17:05;['JavaScript', 'Node.js', 'Python'];Brasil
128;Landing Page Para Coleta de Dados - Lançamento;USD 100 - 250;14 de Janeiro de 2023 03:20;['HTML5', 'MySQL', 'PHP', 'JavaScript', 'Python', 'Design Gráfico', 'Web Design'];Brasil
129;Preciso de um programa para me ajudar a fazer mapa astral (junção de parágrafos dependendo do imput);USD 250 - 500;13 de Janeiro de 2023 21:05;['JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
130;Programa De Horas Gastas Em Projetos;USD 250 - 500;13 de Janeiro de 2023 20:58;['C', 'Java', 'Python', 'Design Gráfico'];Brasil
131;Projeto serviços windons;USD 250 - 500;13 de Janeiro de 2023 19:03;['C', 'Java', 'Python'];Brasil
132;De Aplicativo Web;USD 500 - 1.000;13 de Janeiro de 2023 18:40;['MySQL', 'PHP', 'Android', 'API', 'Python', 'React.js'];Brasil
133;Oferecer uma Solução de Plataforma com Curso Interno p/ Empresa. Customizar ou Desenvolver.;USD 250 - 500;13 de Janeiro de 2023 12:51;['C', 'Java', 'Python'];Brasil
134;Chatbot de envio de mensagens no Whatsapp;USD 100 - 250;09 de Janeiro de 2023 16:23;['PHP', 'API', 'Python'];Brasil
135;Scr-Sistema de Conhecimento Referenciado;USD 1.000 - 3.000;09 de Janeiro de 2023 08:18;['C', 'Java', 'Python', 'HTML'];Brasil
136;Apk Android Para Abertura Galeria Quando Solicita Tira Foto;USD 250 - 500;08 de Janeiro de 2023 20:48;['MySQL', 'Android', 'Python'];Brasil
137;Análise de resultados jogos Blaze Double;USD 100 - 250;08 de Janeiro de 2023 17:37;['JavaScript', 'MySQL', 'PHP', 'C#', 'C++', 'COBOL', 'Java', 'Node.js', 'Python', 'Visual Basic'];Brasil
138;Criar aplicativo do zero;USD 1.000 - 3.000;08 de Janeiro de 2023 16:46;['C', 'Java', 'Python'];Brasil
139;Desenvolvimento Python3 - Tui usando Textual;USD 500 - 1.000;08 de Janeiro de 2023 15:43;['CSS', 'Python'];Brasil
140;Desenvolvedor Phyton para automatizar comandos a um site através de bot Telegram.;USD 1.000 - 3.000;08 de Janeiro de 2023 00:41;['JavaScript', 'API', 'Python'];Brasil
141;Desenvolvimento de um site em flask com 4 paginas, sistema de login, banco de dados, etc;USD 50 - 100;04 de Janeiro de 2023 19:46;['CSS', 'HTML', 'Responsive Web Design', 'MySQL', 'Python', 'Flask'];Brasil
142;Arquitetura de Sistemas;USD 250 - 500;04 de Janeiro de 2023 19:37;['HTML5', 'MySQL', 'PHP', 'API', 'Python', 'React.js', 'React Native', '.Net Core'];Brasil
143;Comunidade de Top Developers busca os melhores profissionais It Iv;Mais de USD 45 / hora;02 de Janeiro de 2023 19:20;['JavaScript', 'Java', 'Python'];Argentina
144;Preciso criar um site que aceite pagamento;USD 100 - 250;04 de Janeiro de 2023 11:35;['C', 'Java', 'Python', 'React.js'];Brasil
145;Aplicativo que crie a arte e texto automaticamente, através de link de afiliado;USD 100 - 250;03 de Janeiro de 2023 19:36;['JavaScript', 'MySQL', 'PHP', 'C', 'Java', 'Python'];Brasil
146;Automação para reagir story instagram;USD 250 - 500;03 de Janeiro de 2023 12:40;['C', 'Java', 'Python', 'HTML'];Brasil
147;Bot para discord de vendas com pix;Menos de USD 50;03 de Janeiro de 2023 02:25;['JavaScript', 'Python'];Brasil
148;Bot para a Blaze;USD 250 - 500;27 de Dezembro de 2022 13:35;['JavaScript', 'MySQL', 'PHP', 'API', 'Python'];Brasil
149;App e site;USD 250 - 500;27 de Dezembro de 2022 12:52;['C', 'Java', 'Python'];Brasil
150;Aplicativo para orçamentos de câmeras cftv e alarme;USD 1.000 - 3.000;26 de Dezembro de 2022 13:39;['C', 'Java', 'Python', 'HTML'];Brasil
151;Código Python;USD 100 - 250;26 de Dezembro de 2022 13:34;['JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
152;Aplicativo Android Horário de Ônibus Sr;USD 250 - 500;25 de Dezembro de 2022 04:16;['Android', 'API', 'MySQL', 'PHP', 'Responsive Web Design', 'Django', 'Python', 'React.js', 'React Native'];Brasil
153;Criar um Bot para roleta cassino online betano (pode ser extensão do Chrome);USD 250 - 500;24 de Dezembro de 2022 02:49;['C++', 'JavaScript', 'MySQL', 'PHP', 'Python'];Brasil
154;Aplicación para escuela de danza;Menos de USD 50;23 de Dezembro de 2022 20:22;['C', 'Java', 'Python'];Argentina
155;Criar um site marketplace para venda de carros;USD 250 - 500;20 de Dezembro de 2022 20:12;['C', 'Java', 'Python', 'Design Gráfico'];Brasil
156;Modelagem de um evento;Menos de USD 50;20 de Dezembro de 2022 15:34;['C', 'Java', 'Python'];Brasil
157;Metatrader (Mql4/Mql5);USD 100 - 250;20 de Dezembro de 2022 02:04;['C', 'Java', 'Python'];Brasil
158;Bot de auto aposta;USD 100 - 250;19 de Dezembro de 2022 18:56;['JavaScript', 'HTML', 'Desenvolvimento Web', 'HTML5', 'Java', 'Node.js', 'Python', 'React.js', 'React Native'];Brasil
159;Aplicativo de estilo Palpites de futebol;USD 250 - 500;19 de Dezembro de 2022 15:48;['C', 'Java', 'Python', 'HTML', 'JavaScript', 'MySQL', 'PHP'];Brasil
160;Procuramos Dev com experiência em Desenvolvimento de páginas.;USD 1.000 - 3.000;19 de Dezembro de 2022 13:28;['JavaScript', 'MySQL', 'PHP', 'API', 'CSS', 'HTML', 'Python', 'WordPress', 'Responsive Web Design', 'React.js'];Brasil
161;Bot conversa para Whatsapp;USD 500 - 1.000;19 de Dezembro de 2022 05:00;['JavaScript', 'MySQL', 'PHP', 'API', 'CSS', 'HTML', 'HTML5', 'Java', 'Node.js', 'Python'];Brasil
162;Extrair informações de conversas do whatsapp;USD 250 - 500;14 de Dezembro de 2022 14:46;['C', 'Java', 'Python', 'HTML'];Brasil
163;Atividade com Machine Learning;USD 100 - 250;14 de Dezembro de 2022 02:26;['Python'];Brasil
164;Aplicação com automação de preferencia em python;USD 100 - 250;14 de Dezembro de 2022 00:21;['JavaScript', 'MySQL', 'PHP', 'HTML5', 'Python', 'WordPress'];Brasil
